<DATE>,<VOL>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
13/11/18,1079,110370.0000000,110450.0000000,110330.0000000,110330.0000000
13/11/18,1310,110330.0000000,110360.0000000,110280.0000000,110300.0000000
13/11/18,422,110300.0000000,110340.0000000,110270.0000000,110320.0000000
13/11/18,442,110330.0000000,110360.0000000,110320.0000000,110340.0000000
13/11/18,1032,110330.0000000,110430.0000000,110330.0000000,110400.0000000
13/11/18,374,110390.0000000,110410.0000000,110340.0000000,110380.0000000
13/11/18,541,110380.0000000,110400.0000000,110330.0000000,110360.0000000
13/11/18,543,110350.0000000,110420.0000000,110350.0000000,110410.0000000
13/11/18,430,110410.0000000,110430.0000000,110360.0000000,110420.0000000
13/11/18,472,110420.0000000,110430.0000000,110370.0000000,110430.0000000
13/11/18,496,110430.0000000,110430.0000000,110350.0000000,110390.0000000
13/11/18,900,110390.0000000,110490.0000000,110360.0000000,110490.0000000
13/11/18,2754,110490.0000000,110660.0000000,110490.0000000,110570.0000000
13/11/18,536,110580.0000000,110600.0000000,110510.0000000,110510.0000000
13/11/18,356,110520.0000000,110550.0000000,110500.0000000,110500.0000000
13/11/18,457,110500.0000000,110500.0000000,110470.0000000,110480.0000000
13/11/18,443,110470.0000000,110500.0000000,110450.0000000,110470.0000000
13/11/18,451,110470.0000000,110520.0000000,110440.0000000,110510.0000000
13/11/18,274,110520.0000000,110540.0000000,110440.0000000,110440.0000000
13/11/18,262,110440.0000000,110530.0000000,110430.0000000,110440.0000000
13/11/18,250,110450.0000000,110470.0000000,110430.0000000,110460.0000000
13/11/18,778,110460.0000000,110490.0000000,110330.0000000,110340.0000000
13/11/18,887,110340.0000000,110360.0000000,110250.0000000,110280.0000000
13/11/18,775,110270.0000000,110420.0000000,110270.0000000,110370.0000000
13/11/18,302,110370.0000000,110390.0000000,110350.0000000,110380.0000000
13/11/18,83,110380.0000000,110400.0000000,110370.0000000,110390.0000000
13/11/18,618,110390.0000000,110400.0000000,110290.0000000,110300.0000000
13/11/18,2204,110300.0000000,110400.0000000,110160.0000000,110260.0000000
13/11/18,542,110280.0000000,110350.0000000,110240.0000000,110300.0000000
13/11/18,371,110290.0000000,110350.0000000,110270.0000000,110340.0000000
13/11/18,1199,110350.0000000,110510.0000000,110320.0000000,110470.0000000
13/11/18,1046,110490.0000000,110610.0000000,110480.0000000,110590.0000000
13/11/18,540,110590.0000000,110600.0000000,110520.0000000,110540.0000000
13/11/18,293,110550.0000000,110590.0000000,110520.0000000,110560.0000000
13/11/18,314,110550.0000000,110580.0000000,110530.0000000,110540.0000000
13/11/18,445,110560.0000000,110580.0000000,110540.0000000,110570.0000000
13/11/18,766,110570.0000000,110580.0000000,110440.0000000,110510.0000000
13/11/18,247,110500.0000000,110540.0000000,110490.0000000,110520.0000000
13/11/18,292,110530.0000000,110530.0000000,110470.0000000,110480.0000000
13/11/18,160,110480.0000000,110530.0000000,110470.0000000,110490.0000000
13/11/18,500,110500.0000000,110520.0000000,110420.0000000,110440.0000000
13/11/18,662,110430.0000000,110440.0000000,110360.0000000,110380.0000000
13/11/18,220,110380.0000000,110440.0000000,110380.0000000,110410.0000000
13/11/18,288,110400.0000000,110480.0000000,110380.0000000,110420.0000000
13/11/18,597,110410.0000000,110420.0000000,110330.0000000,110380.0000000
13/11/18,858,110370.0000000,110550.0000000,110370.0000000,110550.0000000
13/11/18,284,110540.0000000,110550.0000000,110480.0000000,110530.0000000
13/11/18,1262,110540.0000000,110590.0000000,110520.0000000,110540.0000000
13/11/18,461,110530.0000000,110580.0000000,110460.0000000,110470.0000000
13/11/18,285,110490.0000000,110500.0000000,110440.0000000,110480.0000000
13/11/18,107,110500.0000000,110500.0000000,110450.0000000,110460.0000000
13/11/18,357,110480.0000000,110520.0000000,110450.0000000,110470.0000000
13/11/18,116,110470.0000000,110500.0000000,110460.0000000,110500.0000000
13/11/18,305,110490.0000000,110570.0000000,110450.0000000,110550.0000000
13/11/18,667,110570.0000000,110630.0000000,110550.0000000,110560.0000000
13/11/18,1538,110560.0000000,110720.0000000,110550.0000000,110660.0000000
13/11/18,414,110650.0000000,110720.0000000,110650.0000000,110710.0000000
13/11/18,342,110720.0000000,110720.0000000,110630.0000000,110660.0000000
13/11/18,308,110660.0000000,110670.0000000,110610.0000000,110640.0000000
13/11/18,174,110630.0000000,110670.0000000,110620.0000000,110630.0000000
13/11/18,175,110620.0000000,110660.0000000,110610.0000000,110660.0000000
13/11/18,254,110640.0000000,110660.0000000,110580.0000000,110600.0000000
13/11/18,120,110600.0000000,110660.0000000,110600.0000000,110630.0000000
13/11/18,92,110640.0000000,110650.0000000,110620.0000000,110640.0000000
13/11/18,137,110640.0000000,110660.0000000,110620.0000000,110640.0000000
13/11/18,509,110640.0000000,110720.0000000,110640.0000000,110700.0000000
13/11/18,1540,110690.0000000,110850.0000000,110680.0000000,110830.0000000
13/11/18,2879,110850.0000000,111000.0000000,110850.0000000,110940.0000000
13/11/18,888,110940.0000000,110940.0000000,110840.0000000,110840.0000000
13/11/18,862,110850.0000000,110890.0000000,110820.0000000,110860.0000000
13/11/18,576,110860.0000000,110870.0000000,110780.0000000,110790.0000000
13/11/18,835,110790.0000000,110840.0000000,110720.0000000,110750.0000000
13/11/18,338,110740.0000000,110790.0000000,110730.0000000,110770.0000000
13/11/18,283,110790.0000000,110800.0000000,110700.0000000,110730.0000000
13/11/18,277,110730.0000000,110780.0000000,110700.0000000,110750.0000000
13/11/18,301,110770.0000000,110810.0000000,110750.0000000,110790.0000000
13/11/18,1469,110780.0000000,110810.0000000,110630.0000000,110630.0000000
13/11/18,959,110640.0000000,110730.0000000,110630.0000000,110710.0000000
13/11/18,152,110700.0000000,110710.0000000,110670.0000000,110710.0000000
13/11/18,429,110700.0000000,110700.0000000,110600.0000000,110650.0000000
13/11/18,260,110660.0000000,110700.0000000,110650.0000000,110670.0000000
13/11/18,309,110680.0000000,110700.0000000,110610.0000000,110630.0000000
13/11/18,402,110620.0000000,110640.0000000,110590.0000000,110600.0000000
13/11/18,433,110620.0000000,110690.0000000,110600.0000000,110640.0000000
13/11/18,456,110650.0000000,110670.0000000,110620.0000000,110660.0000000
13/11/18,813,110660.0000000,110720.0000000,110640.0000000,110650.0000000
13/11/18,406,110650.0000000,110710.0000000,110650.0000000,110680.0000000
13/11/18,150,110690.0000000,110700.0000000,110630.0000000,110650.0000000
13/11/18,189,110650.0000000,110670.0000000,110630.0000000,110650.0000000
13/11/18,468,110670.0000000,110730.0000000,110640.0000000,110730.0000000
13/11/18,838,110730.0000000,110810.0000000,110720.0000000,110770.0000000
13/11/18,347,110780.0000000,110830.0000000,110760.0000000,110770.0000000
13/11/18,372,110770.0000000,110810.0000000,110750.0000000,110810.0000000
13/11/18,478,110810.0000000,110840.0000000,110790.0000000,110830.0000000
13/11/18,871,110840.0000000,110920.0000000,110840.0000000,110870.0000000
13/11/18,792,110870.0000000,110940.0000000,110860.0000000,110880.0000000
13/11/18,248,110880.0000000,110880.0000000,110850.0000000,110860.0000000
13/11/18,298,110860.0000000,110860.0000000,110810.0000000,110830.0000000
13/11/18,60,110820.0000000,110840.0000000,110820.0000000,110840.0000000
13/11/18,329,110840.0000000,110850.0000000,110780.0000000,110780.0000000
13/11/18,1257,110780.0000000,110800.0000000,110660.0000000,110660.0000000
13/11/18,761,110670.0000000,110710.0000000,110620.0000000,110690.0000000
13/11/18,111,110680.0000000,110720.0000000,110680.0000000,110710.0000000
13/11/18,90,110700.0000000,110710.0000000,110660.0000000,110690.0000000
13/11/18,563,110690.0000000,110720.0000000,110650.0000000,110670.0000000
13/11/18,268,110680.0000000,110690.0000000,110630.0000000,110640.0000000
13/11/18,135,110640.0000000,110690.0000000,110640.0000000,110680.0000000
13/11/18,230,110680.0000000,110720.0000000,110680.0000000,110690.0000000
13/11/18,743,110700.0000000,110700.0000000,110540.0000000,110540.0000000
13/11/18,1174,110540.0000000,110550.0000000,110470.0000000,110550.0000000
13/11/18,410,110530.0000000,110600.0000000,110520.0000000,110590.0000000
13/11/18,156,110580.0000000,110580.0000000,110540.0000000,110560.0000000
13/11/18,503,110560.0000000,110600.0000000,110480.0000000,110500.0000000
13/11/18,197,110510.0000000,110550.0000000,110500.0000000,110510.0000000
13/11/18,167,110520.0000000,110550.0000000,110510.0000000,110520.0000000
13/11/18,164,110510.0000000,110570.0000000,110510.0000000,110560.0000000
13/11/18,333,110570.0000000,110570.0000000,110490.0000000,110550.0000000
13/11/18,862,110560.0000000,110630.0000000,110530.0000000,110610.0000000
13/11/18,522,110620.0000000,110640.0000000,110590.0000000,110590.0000000
13/11/18,1158,110600.0000000,110740.0000000,110600.0000000,110720.0000000
13/11/18,446,110710.0000000,110710.0000000,110660.0000000,110660.0000000
13/11/18,323,110660.0000000,110740.0000000,110660.0000000,110720.0000000
13/11/18,445,110730.0000000,110740.0000000,110690.0000000,110690.0000000
13/11/18,173,110690.0000000,110700.0000000,110670.0000000,110690.0000000
13/11/18,751,110690.0000000,110820.0000000,110690.0000000,110820.0000000
13/11/18,870,110820.0000000,110840.0000000,110770.0000000,110790.0000000
13/11/18,443,110800.0000000,110830.0000000,110750.0000000,110780.0000000
13/11/18,261,110780.0000000,110780.0000000,110720.0000000,110770.0000000
13/11/18,164,110760.0000000,110760.0000000,110720.0000000,110720.0000000
13/11/18,209,110730.0000000,110750.0000000,110710.0000000,110720.0000000
13/11/18,231,110720.0000000,110740.0000000,110690.0000000,110710.0000000
13/11/18,359,110710.0000000,110790.0000000,110710.0000000,110780.0000000
13/11/18,186,110790.0000000,110820.0000000,110780.0000000,110790.0000000
13/11/18,298,110810.0000000,110840.0000000,110800.0000000,110810.0000000
13/11/18,427,110800.0000000,110810.0000000,110750.0000000,110760.0000000
13/11/18,523,110750.0000000,110850.0000000,110750.0000000,110840.0000000
13/11/18,408,110850.0000000,110880.0000000,110830.0000000,110870.0000000
13/11/18,243,110870.0000000,110890.0000000,110850.0000000,110860.0000000
13/11/18,239,110860.0000000,110860.0000000,110820.0000000,110820.0000000
13/11/18,1455,110820.0000000,110820.0000000,110690.0000000,110710.0000000
13/11/18,359,110720.0000000,110760.0000000,110710.0000000,110760.0000000
13/11/18,379,110750.0000000,110760.0000000,110670.0000000,110710.0000000
13/11/18,750,110720.0000000,110740.0000000,110630.0000000,110640.0000000
13/11/18,498,110620.0000000,110700.0000000,110620.0000000,110680.0000000
13/11/18,151,110670.0000000,110720.0000000,110660.0000000,110700.0000000
13/11/18,208,110710.0000000,110720.0000000,110680.0000000,110710.0000000
13/11/18,306,110720.0000000,110760.0000000,110710.0000000,110730.0000000
13/11/18,380,110730.0000000,110810.0000000,110730.0000000,110780.0000000
13/11/18,1407,110780.0000000,110890.0000000,110750.0000000,110830.0000000
13/11/18,430,110830.0000000,110880.0000000,110810.0000000,110880.0000000
13/11/18,3575,110880.0000000,111090.0000000,110880.0000000,111050.0000000
13/11/18,3852,111050.0000000,111290.0000000,111050.0000000,111260.0000000
13/11/18,7093,111270.0000000,111470.0000000,111270.0000000,111300.0000000
13/11/18,2219,111320.0000000,111340.0000000,111230.0000000,111250.0000000
13/11/18,2195,111240.0000000,111320.0000000,111220.0000000,111270.0000000
13/11/18,1608,111270.0000000,111310.0000000,111190.0000000,111220.0000000
13/11/18,2476,111220.0000000,111260.0000000,111130.0000000,111130.0000000
13/11/18,1995,111130.0000000,111240.0000000,111120.0000000,111230.0000000
13/11/18,1555,111230.0000000,111340.0000000,111210.0000000,111300.0000000
13/11/18,499,111310.0000000,111320.0000000,111250.0000000,111290.0000000
13/11/18,558,111300.0000000,111330.0000000,111220.0000000,111240.0000000
13/11/18,1205,111230.0000000,111340.0000000,111230.0000000,111280.0000000
13/11/18,517,111280.0000000,111310.0000000,111260.0000000,111280.0000000
13/11/18,351,111280.0000000,111290.0000000,111220.0000000,111220.0000000
13/11/18,709,111220.0000000,111240.0000000,111160.0000000,111180.0000000
13/11/18,983,111180.0000000,111240.0000000,111150.0000000,111210.0000000
13/11/18,1376,111210.0000000,111320.0000000,111200.0000000,111220.0000000
13/11/18,497,111220.0000000,111230.0000000,111180.0000000,111190.0000000
13/11/18,937,111190.0000000,111200.0000000,111120.0000000,111140.0000000
13/11/18,307,111140.0000000,111160.0000000,111110.0000000,111130.0000000
13/11/18,365,111120.0000000,111170.0000000,111120.0000000,111120.0000000
13/11/18,257,111120.0000000,111160.0000000,111120.0000000,111130.0000000
13/11/18,567,111130.0000000,111150.0000000,111070.0000000,111120.0000000
13/11/18,675,111110.0000000,111110.0000000,111030.0000000,111040.0000000
13/11/18,852,111050.0000000,111090.0000000,110970.0000000,110980.0000000
13/11/18,176,110980.0000000,111010.0000000,110960.0000000,110960.0000000
13/11/18,776,110980.0000000,111070.0000000,110970.0000000,111020.0000000
13/11/18,354,111020.0000000,111070.0000000,111010.0000000,111060.0000000
13/11/18,861,111060.0000000,111150.0000000,111050.0000000,111120.0000000
13/11/18,172,111120.0000000,111130.0000000,111090.0000000,111090.0000000
13/11/18,849,111100.0000000,111120.0000000,111020.0000000,111060.0000000
13/11/18,562,111060.0000000,111100.0000000,111040.0000000,111090.0000000
13/11/18,451,111090.0000000,111140.0000000,111080.0000000,111090.0000000
13/11/18,156,111090.0000000,111150.0000000,111090.0000000,111110.0000000
13/11/18,1522,111120.0000000,111260.0000000,111120.0000000,111140.0000000
13/11/18,773,111130.0000000,111140.0000000,111050.0000000,111070.0000000
13/11/18,601,111080.0000000,111200.0000000,111080.0000000,111140.0000000
13/11/18,466,111140.0000000,111150.0000000,111070.0000000,111090.0000000
13/11/18,352,111120.0000000,111160.0000000,111100.0000000,111100.0000000
13/11/18,392,111100.0000000,111140.0000000,111070.0000000,111130.0000000
13/11/18,138,111140.0000000,111150.0000000,111110.0000000,111130.0000000
13/11/18,252,111140.0000000,111160.0000000,111080.0000000,111100.0000000
13/11/18,111,111100.0000000,111140.0000000,111100.0000000,111130.0000000
13/11/18,274,111150.0000000,111150.0000000,111050.0000000,111070.0000000
13/11/18,162,111080.0000000,111120.0000000,111060.0000000,111120.0000000
13/11/18,587,111110.0000000,111180.0000000,111100.0000000,111160.0000000
13/11/18,1190,111170.0000000,111190.0000000,111120.0000000,111140.0000000
13/11/18,645,111150.0000000,111180.0000000,111140.0000000,111140.0000000
13/11/18,601,111150.0000000,111190.0000000,111140.0000000,111170.0000000
13/11/18,388,111180.0000000,111200.0000000,111170.0000000,111180.0000000
13/11/18,231,111180.0000000,111210.0000000,111170.0000000,111210.0000000
13/11/18,1632,111210.0000000,111340.0000000,111200.0000000,111310.0000000
13/11/18,2281,111310.0000000,111440.0000000,111310.0000000,111400.0000000
13/11/18,1771,111410.0000000,111460.0000000,111350.0000000,111370.0000000
13/11/18,1066,111370.0000000,111410.0000000,111330.0000000,111350.0000000
13/11/18,612,111360.0000000,111380.0000000,111330.0000000,111340.0000000
13/11/18,2154,111340.0000000,111340.0000000,111200.0000000,111270.0000000
13/11/18,1089,111260.0000000,111270.0000000,111180.0000000,111220.0000000
13/11/18,563,111210.0000000,111290.0000000,111190.0000000,111290.0000000
13/11/18,583,111290.0000000,111340.0000000,111280.0000000,111320.0000000
13/11/18,342,111320.0000000,111370.0000000,111290.0000000,111370.0000000
13/11/18,2686,111370.0000000,111510.0000000,111340.0000000,111480.0000000
13/11/18,987,111480.0000000,111490.0000000,111320.0000000,111360.0000000
13/11/18,496,111360.0000000,111410.0000000,111330.0000000,111370.0000000
13/11/18,297,111390.0000000,111400.0000000,111350.0000000,111370.0000000
13/11/18,363,111370.0000000,111380.0000000,111310.0000000,111320.0000000
13/11/18,650,111310.0000000,111380.0000000,111290.0000000,111350.0000000
13/11/18,912,111380.0000000,111480.0000000,111370.0000000,111420.0000000
13/11/18,433,111440.0000000,111450.0000000,111410.0000000,111430.0000000
13/11/18,2482,111430.0000000,111570.0000000,111420.0000000,111530.0000000
13/11/18,940,111550.0000000,111590.0000000,111500.0000000,111520.0000000
13/11/18,1970,111510.0000000,111580.0000000,111470.0000000,111480.0000000
13/11/18,948,111470.0000000,111480.0000000,111410.0000000,111430.0000000
13/11/18,483,111430.0000000,111460.0000000,111400.0000000,111460.0000000
13/11/18,607,111460.0000000,111480.0000000,111400.0000000,111410.0000000
13/11/18,204,111430.0000000,111440.0000000,111400.0000000,111420.0000000
13/11/18,1782,111420.0000000,111540.0000000,111410.0000000,111470.0000000
13/11/18,270,111460.0000000,111480.0000000,111440.0000000,111460.0000000
13/11/18,455,111450.0000000,111460.0000000,111380.0000000,111380.0000000
13/11/18,129,111380.0000000,111420.0000000,111380.0000000,111390.0000000
13/11/18,170,111390.0000000,111400.0000000,111370.0000000,111400.0000000
13/11/18,572,111390.0000000,111420.0000000,111330.0000000,111330.0000000
13/11/18,785,111330.0000000,111350.0000000,111260.0000000,111290.0000000
13/11/18,813,111300.0000000,111360.0000000,111290.0000000,111320.0000000
13/11/18,344,111320.0000000,111340.0000000,111260.0000000,111280.0000000
13/11/18,183,111280.0000000,111300.0000000,111270.0000000,111270.0000000
13/11/18,671,111270.0000000,111280.0000000,111210.0000000,111250.0000000
13/11/18,445,111250.0000000,111320.0000000,111250.0000000,111280.0000000
13/11/18,344,111290.0000000,111340.0000000,111290.0000000,111330.0000000
13/11/18,158,111330.0000000,111360.0000000,111330.0000000,111350.0000000
13/11/18,322,111350.0000000,111380.0000000,111330.0000000,111340.0000000
13/11/18,862,111330.0000000,111480.0000000,111320.0000000,111440.0000000
13/11/18,619,111430.0000000,111450.0000000,111410.0000000,111410.0000000
13/11/18,233,111420.0000000,111440.0000000,111400.0000000,111410.0000000
13/11/18,380,111410.0000000,111430.0000000,111360.0000000,111370.0000000
13/11/18,239,111360.0000000,111380.0000000,111350.0000000,111360.0000000
13/11/18,290,111360.0000000,111400.0000000,111360.0000000,111390.0000000
13/11/18,553,111400.0000000,111410.0000000,111310.0000000,111320.0000000
13/11/18,952,111320.0000000,111340.0000000,111240.0000000,111280.0000000
13/11/18,250,111280.0000000,111290.0000000,111240.0000000,111250.0000000
13/11/18,727,111250.0000000,111290.0000000,111180.0000000,111200.0000000
13/11/18,986,111190.0000000,111190.0000000,111140.0000000,111170.0000000
13/11/18,843,111170.0000000,111180.0000000,111090.0000000,111140.0000000
13/11/18,580,111120.0000000,111160.0000000,111100.0000000,111120.0000000
13/11/18,722,111120.0000000,111120.0000000,111060.0000000,111060.0000000
13/11/18,474,111070.0000000,111160.0000000,111070.0000000,111130.0000000
13/11/18,389,111130.0000000,111190.0000000,111130.0000000,111190.0000000
13/11/18,387,111190.0000000,111190.0000000,111100.0000000,111100.0000000
13/11/18,226,111110.0000000,111110.0000000,111070.0000000,111100.0000000
13/11/18,691,111090.0000000,111100.0000000,111010.0000000,111020.0000000
13/11/18,2002,111020.0000000,111030.0000000,110930.0000000,110970.0000000
13/11/18,376,110980.0000000,111020.0000000,110950.0000000,110950.0000000
13/11/18,1857,110940.0000000,110990.0000000,110870.0000000,110970.0000000
13/11/18,204,110960.0000000,111000.0000000,110960.0000000,110980.0000000
13/11/18,935,110960.0000000,111020.0000000,110900.0000000,110980.0000000
13/11/18,720,110980.0000000,111010.0000000,110910.0000000,110990.0000000
13/11/18,575,111000.0000000,111040.0000000,110970.0000000,110980.0000000
13/11/18,266,110980.0000000,111020.0000000,110950.0000000,111020.0000000
13/11/18,288,111010.0000000,111040.0000000,111000.0000000,111030.0000000
13/11/18,1419,111040.0000000,111130.0000000,111030.0000000,111070.0000000
13/11/18,356,111070.0000000,111100.0000000,111060.0000000,111080.0000000
13/11/18,1412,111080.0000000,111170.0000000,111040.0000000,111070.0000000
13/11/18,522,111070.0000000,111150.0000000,111040.0000000,111120.0000000
13/11/18,1058,111130.0000000,111230.0000000,111130.0000000,111160.0000000
13/11/18,862,111150.0000000,111250.0000000,111140.0000000,111250.0000000
13/11/18,654,111240.0000000,111250.0000000,111200.0000000,111210.0000000
13/11/18,840,111220.0000000,111240.0000000,111200.0000000,111220.0000000
13/11/18,1423,111220.0000000,111300.0000000,111220.0000000,111280.0000000
13/11/18,1006,111280.0000000,111290.0000000,111230.0000000,111280.0000000
13/11/18,882,111270.0000000,111350.0000000,111270.0000000,111310.0000000
13/11/18,860,111310.0000000,111350.0000000,111230.0000000,111230.0000000
13/11/18,757,111220.0000000,111270.0000000,111210.0000000,111250.0000000
13/11/18,518,111250.0000000,111320.0000000,111210.0000000,111300.0000000
13/11/18,1165,111300.0000000,111310.0000000,111140.0000000,111160.0000000
13/11/18,703,111150.0000000,111180.0000000,111080.0000000,111120.0000000
13/11/18,1369,111120.0000000,111120.0000000,110990.0000000,111030.0000000
13/11/18,879,111020.0000000,111130.0000000,110990.0000000,111090.0000000
13/11/18,643,111100.0000000,111110.0000000,111060.0000000,111100.0000000
13/11/18,897,111110.0000000,111200.0000000,111110.0000000,111200.0000000
13/11/18,939,111200.0000000,111260.0000000,111170.0000000,111180.0000000
13/11/18,876,111180.0000000,111230.0000000,111110.0000000,111120.0000000
13/11/18,613,111120.0000000,111190.0000000,111090.0000000,111090.0000000
13/11/18,271,111100.0000000,111190.0000000,111090.0000000,111100.0000000
13/11/18,577,111090.0000000,111100.0000000,111000.0000000,111030.0000000
13/11/18,299,111040.0000000,111110.0000000,111040.0000000,111080.0000000
13/11/18,370,111100.0000000,111150.0000000,111080.0000000,111110.0000000
13/11/18,417,111090.0000000,111110.0000000,111030.0000000,111060.0000000
13/11/18,1320,111060.0000000,111070.0000000,110920.0000000,110950.0000000
13/11/18,312,110940.0000000,110990.0000000,110940.0000000,110950.0000000
13/11/18,1527,110960.0000000,110970.0000000,110810.0000000,110840.0000000
13/11/18,944,110830.0000000,110870.0000000,110790.0000000,110810.0000000
13/11/18,1564,110810.0000000,110830.0000000,110730.0000000,110780.0000000
13/11/18,1438,110770.0000000,110790.0000000,110610.0000000,110660.0000000
13/11/18,1103,110670.0000000,110690.0000000,110570.0000000,110570.0000000
13/11/18,4842,110580.0000000,110580.0000000,110350.0000000,110500.0000000
13/11/18,2390,110480.0000000,110510.0000000,110380.0000000,110450.0000000
13/11/18,2601,110440.0000000,110600.0000000,110420.0000000,110560.0000000
13/11/18,723,110560.0000000,110560.0000000,110500.0000000,110520.0000000
13/11/18,978,110530.0000000,110650.0000000,110480.0000000,110640.0000000
13/11/18,1261,110630.0000000,110700.0000000,110590.0000000,110670.0000000
13/11/18,956,110680.0000000,110760.0000000,110650.0000000,110670.0000000
13/11/18,1140,110670.0000000,110680.0000000,110520.0000000,110560.0000000
13/11/18,642,110560.0000000,110560.0000000,110460.0000000,110500.0000000
13/11/18,800,110490.0000000,110620.0000000,110470.0000000,110530.0000000
13/11/18,343,110530.0000000,110560.0000000,110490.0000000,110550.0000000
13/11/18,251,110550.0000000,110600.0000000,110500.0000000,110580.0000000
13/11/18,614,110560.0000000,110640.0000000,110530.0000000,110630.0000000
13/11/18,1131,110620.0000000,110720.0000000,110590.0000000,110650.0000000
13/11/18,785,110640.0000000,110650.0000000,110520.0000000,110540.0000000
13/11/18,589,110540.0000000,110580.0000000,110510.0000000,110530.0000000
13/11/18,974,110540.0000000,110560.0000000,110410.0000000,110420.0000000
13/11/18,844,110420.0000000,110460.0000000,110370.0000000,110390.0000000
13/11/18,5000,110400.0000000,110400.0000000,110100.0000000,110120.0000000
13/11/18,1239,110130.0000000,110170.0000000,110100.0000000,110140.0000000
13/11/18,1895,110130.0000000,110150.0000000,110060.0000000,110090.0000000
13/11/18,1894,110090.0000000,110190.0000000,110050.0000000,110140.0000000
13/11/18,1570,110130.0000000,110140.0000000,110070.0000000,110090.0000000
13/11/18,2366,110090.0000000,110100.0000000,110000.0000000,110020.0000000
13/11/18,1812,110010.0000000,110070.0000000,109980.0000000,110030.0000000
13/11/18,1536,110010.0000000,110020.0000000,109940.0000000,109960.0000000
13/11/18,1757,109950.0000000,109960.0000000,109850.0000000,109860.0000000
13/11/18,2246,109850.0000000,109870.0000000,109800.0000000,109860.0000000
13/11/18,1246,109850.0000000,109910.0000000,109840.0000000,109890.0000000
13/11/18,1267,109900.0000000,109940.0000000,109870.0000000,109880.0000000
13/11/18,1456,109880.0000000,110000.0000000,109840.0000000,110000.0000000
13/11/18,843,110000.0000000,110040.0000000,109920.0000000,110000.0000000
13/11/18,861,110000.0000000,110070.0000000,109930.0000000,110040.0000000
13/11/18,675,110040.0000000,110070.0000000,110000.0000000,110050.0000000
13/11/18,1640,110060.0000000,110150.0000000,110050.0000000,110150.0000000
13/11/18,1740,110140.0000000,110180.0000000,110050.0000000,110090.0000000
13/11/18,850,110090.0000000,110110.0000000,110050.0000000,110060.0000000
13/11/18,2311,110070.0000000,110120.0000000,109980.0000000,110020.0000000
13/11/18,928,110030.0000000,110100.0000000,110010.0000000,110030.0000000
13/11/18,2193,110020.0000000,110020.0000000,109860.0000000,109960.0000000
13/11/18,1247,109940.0000000,110000.0000000,109910.0000000,109990.0000000
13/11/18,917,109990.0000000,110000.0000000,109850.0000000,109930.0000000
13/11/18,1635,109960.0000000,110190.0000000,109890.0000000,110080.0000000
13/11/18,992,110070.0000000,110120.0000000,110040.0000000,110110.0000000
13/11/18,476,110120.0000000,110160.0000000,110090.0000000,110140.0000000
13/11/18,300,110120.0000000,110150.0000000,110090.0000000,110120.0000000
13/11/18,879,110120.0000000,110230.0000000,110110.0000000,110180.0000000
13/11/18,364,110190.0000000,110200.0000000,110150.0000000,110160.0000000
13/11/18,688,110170.0000000,110190.0000000,110020.0000000,110030.0000000
13/11/18,632,110020.0000000,110120.0000000,110020.0000000,110110.0000000
13/11/18,479,110110.0000000,110150.0000000,110100.0000000,110120.0000000
13/11/18,445,110130.0000000,110170.0000000,110120.0000000,110130.0000000
13/11/18,777,110140.0000000,110290.0000000,110140.0000000,110250.0000000
13/11/18,733,110250.0000000,110310.0000000,110230.0000000,110270.0000000
13/11/18,774,110280.0000000,110340.0000000,110270.0000000,110300.0000000
13/11/18,442,110290.0000000,110290.0000000,110210.0000000,110240.0000000
13/11/18,702,110240.0000000,110330.0000000,110230.0000000,110320.0000000
13/11/18,928,110310.0000000,110370.0000000,110310.0000000,110360.0000000
13/11/18,651,110350.0000000,110380.0000000,110300.0000000,110350.0000000
13/11/18,938,110350.0000000,110420.0000000,110330.0000000,110410.0000000
13/11/18,3008,110420.0000000,110710.0000000,110400.0000000,110550.0000000
13/11/18,1323,110550.0000000,110710.0000000,110550.0000000,110680.0000000
13/11/18,1810,110680.0000000,110690.0000000,110570.0000000,110600.0000000
13/11/18,560,110600.0000000,110600.0000000,110530.0000000,110550.0000000
13/11/18,960,110550.0000000,110560.0000000,110470.0000000,110490.0000000
13/11/18,435,110500.0000000,110510.0000000,110440.0000000,110510.0000000
13/11/18,495,110510.0000000,110550.0000000,110450.0000000,110460.0000000
13/11/18,493,110460.0000000,110510.0000000,110450.0000000,110470.0000000
13/11/18,709,110450.0000000,110550.0000000,110450.0000000,110470.0000000
13/11/18,218,110460.0000000,110510.0000000,110450.0000000,110470.0000000
13/11/18,386,110470.0000000,110520.0000000,110470.0000000,110490.0000000
13/11/18,873,110490.0000000,110540.0000000,110440.0000000,110480.0000000
13/11/18,730,110460.0000000,110530.0000000,110440.0000000,110480.0000000
13/11/18,161,110470.0000000,110530.0000000,110470.0000000,110530.0000000
13/11/18,1204,110530.0000000,110610.0000000,110520.0000000,110560.0000000
13/11/18,1403,110570.0000000,110650.0000000,110570.0000000,110620.0000000
13/11/18,283,110610.0000000,110630.0000000,110590.0000000,110590.0000000
13/11/18,525,110600.0000000,110640.0000000,110580.0000000,110620.0000000
13/11/18,783,110630.0000000,110630.0000000,110510.0000000,110540.0000000
13/11/18,239,110540.0000000,110580.0000000,110530.0000000,110540.0000000
13/11/18,285,110540.0000000,110610.0000000,110540.0000000,110560.0000000
