,<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20568,SPFB.RTS-12.18,1,15/10/18,11:43,114390.0,114420.0,114360.0,114370.0,315
20569,SPFB.RTS-12.18,1,15/10/18,11:44,114360.0,114410.0,114340.0,114340.0,365
20570,SPFB.RTS-12.18,1,15/10/18,11:45,114340.0,114420.0,114340.0,114410.0,284
20571,SPFB.RTS-12.18,1,15/10/18,11:46,114410.0,114420.0,114340.0,114350.0,620
20572,SPFB.RTS-12.18,1,15/10/18,11:47,114360.0,114400.0,114310.0,114310.0,822
20573,SPFB.RTS-12.18,1,15/10/18,11:48,114320.0,114350.0,114230.0,114270.0,671
20574,SPFB.RTS-12.18,1,15/10/18,11:49,114260.0,114300.0,114180.0,114250.0,1040
20575,SPFB.RTS-12.18,1,15/10/18,11:50,114240.0,114290.0,114220.0,114240.0,323
20576,SPFB.RTS-12.18,1,15/10/18,11:51,114230.0,114270.0,114210.0,114250.0,407
20577,SPFB.RTS-12.18,1,15/10/18,11:52,114260.0,114260.0,114180.0,114190.0,381
20578,SPFB.RTS-12.18,1,15/10/18,11:53,114200.0,114310.0,114200.0,114290.0,431
20579,SPFB.RTS-12.18,1,15/10/18,11:54,114300.0,114370.0,114280.0,114370.0,441
20580,SPFB.RTS-12.18,1,15/10/18,11:55,114380.0,114380.0,114340.0,114340.0,214
20581,SPFB.RTS-12.18,1,15/10/18,11:56,114330.0,114360.0,114250.0,114270.0,379
20582,SPFB.RTS-12.18,1,15/10/18,11:57,114270.0,114360.0,114270.0,114340.0,300
20583,SPFB.RTS-12.18,1,15/10/18,11:58,114330.0,114340.0,114280.0,114300.0,182
20584,SPFB.RTS-12.18,1,15/10/18,11:59,114310.0,114360.0,114300.0,114310.0,263
20585,SPFB.RTS-12.18,1,15/10/18,12:00,114330.0,114370.0,114310.0,114370.0,150
20586,SPFB.RTS-12.18,1,15/10/18,12:01,114370.0,114380.0,113960.0,114110.0,4227
20587,SPFB.RTS-12.18,1,15/10/18,12:02,114100.0,114140.0,114040.0,114090.0,1498
20588,SPFB.RTS-12.18,1,15/10/18,12:03,114080.0,114110.0,114020.0,114030.0,494
20589,SPFB.RTS-12.18,1,15/10/18,12:04,114030.0,114090.0,114010.0,114070.0,605
20590,SPFB.RTS-12.18,1,15/10/18,12:05,114080.0,114110.0,114040.0,114110.0,1030
20591,SPFB.RTS-12.18,1,15/10/18,12:06,114090.0,114110.0,114010.0,114020.0,836
20592,SPFB.RTS-12.18,1,15/10/18,12:07,114020.0,114230.0,114020.0,114210.0,968
20593,SPFB.RTS-12.18,1,15/10/18,12:08,114200.0,114220.0,114130.0,114170.0,511
20594,SPFB.RTS-12.18,1,15/10/18,12:09,114180.0,114200.0,114130.0,114150.0,224
20595,SPFB.RTS-12.18,1,15/10/18,12:10,114160.0,114180.0,114140.0,114150.0,201
20596,SPFB.RTS-12.18,1,15/10/18,12:11,114140.0,114200.0,114140.0,114160.0,312
20597,SPFB.RTS-12.18,1,15/10/18,12:12,114160.0,114170.0,114090.0,114150.0,441
20598,SPFB.RTS-12.18,1,15/10/18,12:13,114160.0,114200.0,114140.0,114180.0,195
20599,SPFB.RTS-12.18,1,15/10/18,12:14,114170.0,114190.0,114150.0,114180.0,130
20600,SPFB.RTS-12.18,1,15/10/18,12:15,114190.0,114360.0,114190.0,114310.0,1181
20601,SPFB.RTS-12.18,1,15/10/18,12:16,114320.0,114350.0,114290.0,114350.0,548
20602,SPFB.RTS-12.18,1,15/10/18,12:17,114350.0,114400.0,114320.0,114340.0,856
20603,SPFB.RTS-12.18,1,15/10/18,12:18,114330.0,114340.0,114260.0,114300.0,292
20604,SPFB.RTS-12.18,1,15/10/18,12:19,114310.0,114370.0,114300.0,114340.0,300
20605,SPFB.RTS-12.18,1,15/10/18,12:20,114340.0,114390.0,114310.0,114350.0,374
20606,SPFB.RTS-12.18,1,15/10/18,12:21,114360.0,114530.0,114330.0,114470.0,1646
20607,SPFB.RTS-12.18,1,15/10/18,12:22,114470.0,114480.0,114410.0,114480.0,592
20608,SPFB.RTS-12.18,1,15/10/18,12:23,114480.0,114490.0,114410.0,114410.0,315
20609,SPFB.RTS-12.18,1,15/10/18,12:24,114420.0,114460.0,114410.0,114430.0,192
20610,SPFB.RTS-12.18,1,15/10/18,12:25,114430.0,114470.0,114420.0,114450.0,258
20611,SPFB.RTS-12.18,1,15/10/18,12:26,114440.0,114440.0,114400.0,114430.0,303
20612,SPFB.RTS-12.18,1,15/10/18,12:27,114420.0,114480.0,114390.0,114460.0,506
20613,SPFB.RTS-12.18,1,15/10/18,12:28,114450.0,114490.0,114420.0,114470.0,411
20614,SPFB.RTS-12.18,1,15/10/18,12:29,114470.0,114500.0,114420.0,114460.0,232
20615,SPFB.RTS-12.18,1,15/10/18,12:30,114460.0,114470.0,114410.0,114430.0,98
20616,SPFB.RTS-12.18,1,15/10/18,12:31,114440.0,114500.0,114420.0,114430.0,381
20617,SPFB.RTS-12.18,1,15/10/18,12:32,114430.0,114480.0,114420.0,114430.0,278
20618,SPFB.RTS-12.18,1,15/10/18,12:33,114440.0,114500.0,114420.0,114430.0,712
20619,SPFB.RTS-12.18,1,15/10/18,12:34,114430.0,114490.0,114430.0,114460.0,399
20620,SPFB.RTS-12.18,1,15/10/18,12:35,114440.0,114490.0,114420.0,114480.0,272
20621,SPFB.RTS-12.18,1,15/10/18,12:36,114490.0,114530.0,114400.0,114420.0,476
20622,SPFB.RTS-12.18,1,15/10/18,12:37,114420.0,114450.0,114410.0,114420.0,158
20623,SPFB.RTS-12.18,1,15/10/18,12:38,114420.0,114460.0,114410.0,114440.0,176
20624,SPFB.RTS-12.18,1,15/10/18,12:39,114440.0,114580.0,114440.0,114500.0,788
20625,SPFB.RTS-12.18,1,15/10/18,12:40,114500.0,114580.0,114500.0,114550.0,353
20626,SPFB.RTS-12.18,1,15/10/18,12:41,114540.0,114590.0,114520.0,114550.0,545
20627,SPFB.RTS-12.18,1,15/10/18,12:42,114560.0,114630.0,114560.0,114610.0,512
20628,SPFB.RTS-12.18,1,15/10/18,12:43,114620.0,114640.0,114590.0,114600.0,379
20629,SPFB.RTS-12.18,1,15/10/18,12:44,114610.0,114620.0,114560.0,114560.0,425
20630,SPFB.RTS-12.18,1,15/10/18,12:45,114560.0,114580.0,114500.0,114510.0,903
20631,SPFB.RTS-12.18,1,15/10/18,12:46,114510.0,114550.0,114510.0,114520.0,263
20632,SPFB.RTS-12.18,1,15/10/18,12:47,114510.0,114510.0,114390.0,114390.0,767
20633,SPFB.RTS-12.18,1,15/10/18,12:48,114390.0,114480.0,114390.0,114460.0,397
20634,SPFB.RTS-12.18,1,15/10/18,12:49,114440.0,114450.0,114420.0,114450.0,241
20635,SPFB.RTS-12.18,1,15/10/18,12:50,114460.0,114470.0,114430.0,114440.0,59
20636,SPFB.RTS-12.18,1,15/10/18,12:51,114440.0,114440.0,114370.0,114430.0,405
20637,SPFB.RTS-12.18,1,15/10/18,12:52,114430.0,114460.0,114420.0,114460.0,155
20638,SPFB.RTS-12.18,1,15/10/18,12:53,114430.0,114640.0,114430.0,114580.0,1109
20639,SPFB.RTS-12.18,1,15/10/18,12:54,114590.0,114740.0,114560.0,114700.0,1569
20640,SPFB.RTS-12.18,1,15/10/18,12:55,114710.0,114760.0,114660.0,114690.0,1688
20641,SPFB.RTS-12.18,1,15/10/18,12:56,114680.0,114750.0,114680.0,114700.0,457
20642,SPFB.RTS-12.18,1,15/10/18,12:57,114700.0,114710.0,114670.0,114680.0,254
20643,SPFB.RTS-12.18,1,15/10/18,12:58,114670.0,114730.0,114650.0,114670.0,395
20644,SPFB.RTS-12.18,1,15/10/18,12:59,114680.0,114690.0,114660.0,114680.0,152
20645,SPFB.RTS-12.18,1,15/10/18,13:00,114690.0,114690.0,114650.0,114690.0,219
20646,SPFB.RTS-12.18,1,15/10/18,13:01,114690.0,114750.0,114650.0,114670.0,462
20647,SPFB.RTS-12.18,1,15/10/18,13:02,114670.0,114700.0,114600.0,114630.0,507
20648,SPFB.RTS-12.18,1,15/10/18,13:03,114630.0,114680.0,114610.0,114640.0,217
20649,SPFB.RTS-12.18,1,15/10/18,13:04,114650.0,114660.0,114580.0,114590.0,500
20650,SPFB.RTS-12.18,1,15/10/18,13:05,114580.0,114630.0,114570.0,114570.0,192
20651,SPFB.RTS-12.18,1,15/10/18,13:06,114580.0,114650.0,114570.0,114630.0,197
20652,SPFB.RTS-12.18,1,15/10/18,13:07,114630.0,114640.0,114610.0,114630.0,158
20653,SPFB.RTS-12.18,1,15/10/18,13:08,114620.0,114670.0,114600.0,114660.0,197
20654,SPFB.RTS-12.18,1,15/10/18,13:09,114660.0,114740.0,114640.0,114730.0,364
20655,SPFB.RTS-12.18,1,15/10/18,13:10,114740.0,114780.0,114660.0,114670.0,541
20656,SPFB.RTS-12.18,1,15/10/18,13:11,114670.0,114700.0,114620.0,114660.0,355
20657,SPFB.RTS-12.18,1,15/10/18,13:12,114660.0,114720.0,114650.0,114700.0,124
20658,SPFB.RTS-12.18,1,15/10/18,13:13,114690.0,114700.0,114640.0,114640.0,158
20659,SPFB.RTS-12.18,1,15/10/18,13:14,114640.0,114700.0,114640.0,114660.0,96
20660,SPFB.RTS-12.18,1,15/10/18,13:15,114660.0,114660.0,114610.0,114630.0,192
20661,SPFB.RTS-12.18,1,15/10/18,13:16,114640.0,114700.0,114630.0,114660.0,284
20662,SPFB.RTS-12.18,1,15/10/18,13:17,114660.0,114660.0,114620.0,114640.0,72
20663,SPFB.RTS-12.18,1,15/10/18,13:18,114640.0,114680.0,114640.0,114660.0,219
20664,SPFB.RTS-12.18,1,15/10/18,13:19,114660.0,114660.0,114620.0,114620.0,82
20665,SPFB.RTS-12.18,1,15/10/18,13:20,114620.0,114630.0,114600.0,114620.0,347
20666,SPFB.RTS-12.18,1,15/10/18,13:21,114630.0,114780.0,114620.0,114750.0,588
20667,SPFB.RTS-12.18,1,15/10/18,13:22,114750.0,114750.0,114700.0,114700.0,200
20668,SPFB.RTS-12.18,1,15/10/18,13:23,114700.0,114780.0,114700.0,114740.0,521
20669,SPFB.RTS-12.18,1,15/10/18,13:24,114740.0,114740.0,114640.0,114650.0,373
20670,SPFB.RTS-12.18,1,15/10/18,13:25,114650.0,114690.0,114620.0,114630.0,273
20671,SPFB.RTS-12.18,1,15/10/18,13:26,114630.0,114630.0,114530.0,114530.0,608
20672,SPFB.RTS-12.18,1,15/10/18,13:27,114530.0,114550.0,114500.0,114530.0,375
20673,SPFB.RTS-12.18,1,15/10/18,13:28,114520.0,114530.0,114440.0,114460.0,705
20674,SPFB.RTS-12.18,1,15/10/18,13:29,114470.0,114510.0,114420.0,114480.0,320
20675,SPFB.RTS-12.18,1,15/10/18,13:30,114490.0,114540.0,114480.0,114500.0,321
20676,SPFB.RTS-12.18,1,15/10/18,13:31,114500.0,114500.0,114410.0,114410.0,317
20677,SPFB.RTS-12.18,1,15/10/18,13:32,114410.0,114440.0,114370.0,114440.0,767
20678,SPFB.RTS-12.18,1,15/10/18,13:33,114420.0,114460.0,114400.0,114420.0,147
20679,SPFB.RTS-12.18,1,15/10/18,13:34,114420.0,114430.0,114350.0,114390.0,490
20680,SPFB.RTS-12.18,1,15/10/18,13:35,114390.0,114400.0,114330.0,114350.0,319
20681,SPFB.RTS-12.18,1,15/10/18,13:36,114370.0,114460.0,114360.0,114370.0,323
20682,SPFB.RTS-12.18,1,15/10/18,13:37,114380.0,114380.0,114320.0,114370.0,282
20683,SPFB.RTS-12.18,1,15/10/18,13:38,114370.0,114400.0,114340.0,114350.0,124
20684,SPFB.RTS-12.18,1,15/10/18,13:39,114350.0,114360.0,114310.0,114310.0,313
20685,SPFB.RTS-12.18,1,15/10/18,13:40,114310.0,114360.0,114310.0,114360.0,308
20686,SPFB.RTS-12.18,1,15/10/18,13:41,114370.0,114370.0,114330.0,114370.0,251
20687,SPFB.RTS-12.18,1,15/10/18,13:42,114360.0,114360.0,114170.0,114230.0,1291
20688,SPFB.RTS-12.18,1,15/10/18,13:43,114230.0,114270.0,114200.0,114210.0,752
20689,SPFB.RTS-12.18,1,15/10/18,13:44,114200.0,114250.0,114170.0,114230.0,352
20690,SPFB.RTS-12.18,1,15/10/18,13:45,114230.0,114290.0,114210.0,114260.0,319
20691,SPFB.RTS-12.18,1,15/10/18,13:46,114260.0,114330.0,114210.0,114330.0,677
20692,SPFB.RTS-12.18,1,15/10/18,13:47,114320.0,114330.0,114220.0,114270.0,283
20693,SPFB.RTS-12.18,1,15/10/18,13:48,114270.0,114290.0,114250.0,114260.0,371
20694,SPFB.RTS-12.18,1,15/10/18,13:49,114280.0,114300.0,114240.0,114240.0,173
20695,SPFB.RTS-12.18,1,15/10/18,13:50,114230.0,114250.0,114200.0,114240.0,332
20696,SPFB.RTS-12.18,1,15/10/18,13:51,114240.0,114260.0,114200.0,114240.0,232
20697,SPFB.RTS-12.18,1,15/10/18,13:52,114240.0,114270.0,114220.0,114270.0,154
20698,SPFB.RTS-12.18,1,15/10/18,13:53,114260.0,114290.0,114230.0,114280.0,302
20699,SPFB.RTS-12.18,1,15/10/18,13:54,114290.0,114300.0,114240.0,114290.0,125
20700,SPFB.RTS-12.18,1,15/10/18,13:55,114300.0,114350.0,114280.0,114340.0,272
20701,SPFB.RTS-12.18,1,15/10/18,13:56,114340.0,114360.0,114310.0,114320.0,201
20702,SPFB.RTS-12.18,1,15/10/18,13:57,114320.0,114320.0,114280.0,114320.0,138
20703,SPFB.RTS-12.18,1,15/10/18,13:58,114300.0,114320.0,114270.0,114290.0,102
20704,SPFB.RTS-12.18,1,15/10/18,13:59,114270.0,114300.0,114220.0,114230.0,251
20705,SPFB.RTS-12.18,1,15/10/18,14:00,114220.0,114240.0,114180.0,114190.0,404
20706,SPFB.RTS-12.18,1,15/10/18,14:06,114190.0,114200.0,114120.0,114170.0,722
20707,SPFB.RTS-12.18,1,15/10/18,14:07,114170.0,114270.0,114160.0,114250.0,492
20708,SPFB.RTS-12.18,1,15/10/18,14:08,114260.0,114260.0,114140.0,114150.0,338
20709,SPFB.RTS-12.18,1,15/10/18,14:09,114140.0,114190.0,114040.0,114070.0,1579
20710,SPFB.RTS-12.18,1,15/10/18,14:10,114070.0,114100.0,114010.0,114070.0,861
20711,SPFB.RTS-12.18,1,15/10/18,14:11,114060.0,114220.0,114050.0,114200.0,911
20712,SPFB.RTS-12.18,1,15/10/18,14:12,114200.0,114210.0,114140.0,114170.0,296
20713,SPFB.RTS-12.18,1,15/10/18,14:13,114180.0,114210.0,114120.0,114140.0,298
20714,SPFB.RTS-12.18,1,15/10/18,14:14,114140.0,114210.0,114130.0,114170.0,222
20715,SPFB.RTS-12.18,1,15/10/18,14:15,114160.0,114190.0,114130.0,114190.0,152
20716,SPFB.RTS-12.18,1,15/10/18,14:16,114180.0,114300.0,114180.0,114240.0,648
20717,SPFB.RTS-12.18,1,15/10/18,14:17,114230.0,114280.0,114200.0,114280.0,564
20718,SPFB.RTS-12.18,1,15/10/18,14:18,114270.0,114280.0,114160.0,114190.0,445
20719,SPFB.RTS-12.18,1,15/10/18,14:19,114200.0,114230.0,114130.0,114150.0,433
20720,SPFB.RTS-12.18,1,15/10/18,14:20,114150.0,114150.0,114120.0,114130.0,105
20721,SPFB.RTS-12.18,1,15/10/18,14:21,114130.0,114210.0,114130.0,114190.0,184
20722,SPFB.RTS-12.18,1,15/10/18,14:22,114180.0,114220.0,114170.0,114210.0,326
20723,SPFB.RTS-12.18,1,15/10/18,14:23,114200.0,114250.0,114190.0,114250.0,169
20724,SPFB.RTS-12.18,1,15/10/18,14:24,114250.0,114290.0,114240.0,114240.0,395
20725,SPFB.RTS-12.18,1,15/10/18,14:25,114230.0,114320.0,114230.0,114280.0,329
20726,SPFB.RTS-12.18,1,15/10/18,14:26,114300.0,114310.0,114250.0,114280.0,108
20727,SPFB.RTS-12.18,1,15/10/18,14:27,114280.0,114290.0,114250.0,114280.0,80
20728,SPFB.RTS-12.18,1,15/10/18,14:28,114260.0,114260.0,114200.0,114240.0,231
20729,SPFB.RTS-12.18,1,15/10/18,14:29,114240.0,114300.0,114240.0,114290.0,101
20730,SPFB.RTS-12.18,1,15/10/18,14:30,114280.0,114300.0,114230.0,114260.0,124
20731,SPFB.RTS-12.18,1,15/10/18,14:31,114260.0,114280.0,114250.0,114270.0,104
20732,SPFB.RTS-12.18,1,15/10/18,14:32,114270.0,114290.0,114220.0,114290.0,181
20733,SPFB.RTS-12.18,1,15/10/18,14:33,114280.0,114290.0,114250.0,114280.0,105
20734,SPFB.RTS-12.18,1,15/10/18,14:34,114270.0,114270.0,114220.0,114260.0,173
20735,SPFB.RTS-12.18,1,15/10/18,14:35,114240.0,114320.0,114240.0,114320.0,235
20736,SPFB.RTS-12.18,1,15/10/18,14:36,114310.0,114410.0,114300.0,114390.0,865
20737,SPFB.RTS-12.18,1,15/10/18,14:37,114380.0,114400.0,114350.0,114370.0,290
20738,SPFB.RTS-12.18,1,15/10/18,14:38,114350.0,114390.0,114350.0,114370.0,213
20739,SPFB.RTS-12.18,1,15/10/18,14:39,114370.0,114410.0,114350.0,114360.0,127
20740,SPFB.RTS-12.18,1,15/10/18,14:40,114380.0,114480.0,114380.0,114440.0,573
20741,SPFB.RTS-12.18,1,15/10/18,14:41,114450.0,114520.0,114430.0,114450.0,481
20742,SPFB.RTS-12.18,1,15/10/18,14:42,114460.0,114490.0,114420.0,114430.0,263
20743,SPFB.RTS-12.18,1,15/10/18,14:43,114420.0,114430.0,114340.0,114380.0,623
20744,SPFB.RTS-12.18,1,15/10/18,14:44,114380.0,114390.0,114340.0,114370.0,283
20745,SPFB.RTS-12.18,1,15/10/18,14:45,114380.0,114400.0,114360.0,114370.0,356
20746,SPFB.RTS-12.18,1,15/10/18,14:46,114380.0,114390.0,114360.0,114390.0,185
20747,SPFB.RTS-12.18,1,15/10/18,14:47,114390.0,114450.0,114390.0,114420.0,505
20748,SPFB.RTS-12.18,1,15/10/18,14:48,114420.0,114490.0,114420.0,114470.0,257
20749,SPFB.RTS-12.18,1,15/10/18,14:49,114480.0,114550.0,114480.0,114520.0,485
20750,SPFB.RTS-12.18,1,15/10/18,14:50,114520.0,114570.0,114510.0,114550.0,384
20751,SPFB.RTS-12.18,1,15/10/18,14:51,114560.0,114580.0,114520.0,114540.0,310
20752,SPFB.RTS-12.18,1,15/10/18,14:52,114550.0,114580.0,114530.0,114570.0,233
20753,SPFB.RTS-12.18,1,15/10/18,14:53,114580.0,114630.0,114550.0,114570.0,540
20754,SPFB.RTS-12.18,1,15/10/18,14:54,114560.0,114650.0,114560.0,114620.0,508
20755,SPFB.RTS-12.18,1,15/10/18,14:55,114630.0,114690.0,114620.0,114620.0,562
20756,SPFB.RTS-12.18,1,15/10/18,14:56,114630.0,114640.0,114550.0,114550.0,562
20757,SPFB.RTS-12.18,1,15/10/18,14:57,114550.0,114590.0,114550.0,114550.0,593
20758,SPFB.RTS-12.18,1,15/10/18,14:58,114560.0,114590.0,114520.0,114580.0,539
20759,SPFB.RTS-12.18,1,15/10/18,14:59,114580.0,114590.0,114550.0,114560.0,100
20760,SPFB.RTS-12.18,1,15/10/18,15:00,114560.0,114620.0,114560.0,114580.0,166
20761,SPFB.RTS-12.18,1,15/10/18,15:01,114570.0,114750.0,114570.0,114700.0,1359
20762,SPFB.RTS-12.18,1,15/10/18,15:02,114720.0,114750.0,114680.0,114680.0,327
20763,SPFB.RTS-12.18,1,15/10/18,15:03,114690.0,114720.0,114680.0,114710.0,193
20764,SPFB.RTS-12.18,1,15/10/18,15:04,114700.0,114720.0,114660.0,114720.0,394
20765,SPFB.RTS-12.18,1,15/10/18,15:05,114720.0,114830.0,114720.0,114800.0,1233
20766,SPFB.RTS-12.18,1,15/10/18,15:06,114800.0,114810.0,114740.0,114750.0,874
20767,SPFB.RTS-12.18,1,15/10/18,15:07,114740.0,114840.0,114730.0,114770.0,604
20768,SPFB.RTS-12.18,1,15/10/18,15:08,114780.0,114780.0,114730.0,114750.0,329
20769,SPFB.RTS-12.18,1,15/10/18,15:09,114760.0,114790.0,114720.0,114790.0,323
20770,SPFB.RTS-12.18,1,15/10/18,15:10,114780.0,114800.0,114760.0,114760.0,199
20771,SPFB.RTS-12.18,1,15/10/18,15:11,114770.0,114780.0,114740.0,114740.0,185
20772,SPFB.RTS-12.18,1,15/10/18,15:12,114740.0,114740.0,114670.0,114670.0,578
20773,SPFB.RTS-12.18,1,15/10/18,15:13,114670.0,114750.0,114640.0,114740.0,488
20774,SPFB.RTS-12.18,1,15/10/18,15:14,114750.0,114760.0,114700.0,114730.0,153
20775,SPFB.RTS-12.18,1,15/10/18,15:15,114740.0,114740.0,114670.0,114700.0,144
20776,SPFB.RTS-12.18,1,15/10/18,15:16,114720.0,114760.0,114690.0,114720.0,178
20777,SPFB.RTS-12.18,1,15/10/18,15:17,114720.0,114730.0,114640.0,114640.0,269
20778,SPFB.RTS-12.18,1,15/10/18,15:18,114640.0,114650.0,114580.0,114620.0,526
20779,SPFB.RTS-12.18,1,15/10/18,15:19,114610.0,114640.0,114600.0,114610.0,155
20780,SPFB.RTS-12.18,1,15/10/18,15:20,114630.0,114650.0,114560.0,114610.0,283
20781,SPFB.RTS-12.18,1,15/10/18,15:21,114600.0,114660.0,114580.0,114650.0,282
20782,SPFB.RTS-12.18,1,15/10/18,15:22,114650.0,114690.0,114630.0,114640.0,261
20783,SPFB.RTS-12.18,1,15/10/18,15:23,114650.0,114690.0,114640.0,114680.0,87
20784,SPFB.RTS-12.18,1,15/10/18,15:24,114690.0,114830.0,114680.0,114790.0,1132
20785,SPFB.RTS-12.18,1,15/10/18,15:25,114800.0,114810.0,114750.0,114750.0,261
20786,SPFB.RTS-12.18,1,15/10/18,15:26,114760.0,114780.0,114740.0,114770.0,242
20787,SPFB.RTS-12.18,1,15/10/18,15:27,114780.0,114780.0,114750.0,114780.0,95
20788,SPFB.RTS-12.18,1,15/10/18,15:28,114760.0,114820.0,114750.0,114800.0,304
20789,SPFB.RTS-12.18,1,15/10/18,15:29,114810.0,114930.0,114810.0,114910.0,1597
20790,SPFB.RTS-12.18,1,15/10/18,15:30,114920.0,114940.0,114870.0,114910.0,528
20791,SPFB.RTS-12.18,1,15/10/18,15:31,114910.0,114930.0,114880.0,114900.0,409
20792,SPFB.RTS-12.18,1,15/10/18,15:32,114910.0,114930.0,114900.0,114920.0,261
20793,SPFB.RTS-12.18,1,15/10/18,15:33,114920.0,114930.0,114860.0,114880.0,641
20794,SPFB.RTS-12.18,1,15/10/18,15:34,114870.0,114960.0,114870.0,114960.0,1115
20795,SPFB.RTS-12.18,1,15/10/18,15:35,114960.0,114980.0,114880.0,114890.0,785
20796,SPFB.RTS-12.18,1,15/10/18,15:36,114890.0,114890.0,114810.0,114830.0,892
20797,SPFB.RTS-12.18,1,15/10/18,15:37,114830.0,114920.0,114830.0,114850.0,606
20798,SPFB.RTS-12.18,1,15/10/18,15:38,114860.0,114870.0,114800.0,114810.0,477
20799,SPFB.RTS-12.18,1,15/10/18,15:39,114810.0,114850.0,114790.0,114830.0,687
20800,SPFB.RTS-12.18,1,15/10/18,15:40,114810.0,114810.0,114710.0,114730.0,896
20801,SPFB.RTS-12.18,1,15/10/18,15:41,114730.0,114800.0,114730.0,114780.0,666
20802,SPFB.RTS-12.18,1,15/10/18,15:42,114780.0,114830.0,114750.0,114760.0,514
20803,SPFB.RTS-12.18,1,15/10/18,15:43,114760.0,114780.0,114710.0,114760.0,689
20804,SPFB.RTS-12.18,1,15/10/18,15:44,114760.0,114770.0,114720.0,114740.0,302
20805,SPFB.RTS-12.18,1,15/10/18,15:45,114730.0,114740.0,114680.0,114680.0,489
20806,SPFB.RTS-12.18,1,15/10/18,15:46,114690.0,114780.0,114680.0,114750.0,763
20807,SPFB.RTS-12.18,1,15/10/18,15:47,114750.0,114800.0,114750.0,114770.0,392
20808,SPFB.RTS-12.18,1,15/10/18,15:48,114770.0,114780.0,114710.0,114730.0,190
20809,SPFB.RTS-12.18,1,15/10/18,15:49,114730.0,114790.0,114730.0,114790.0,183
20810,SPFB.RTS-12.18,1,15/10/18,15:50,114770.0,114820.0,114750.0,114820.0,245
20811,SPFB.RTS-12.18,1,15/10/18,15:51,114810.0,114820.0,114740.0,114820.0,627
20812,SPFB.RTS-12.18,1,15/10/18,15:52,114820.0,114880.0,114800.0,114850.0,938
20813,SPFB.RTS-12.18,1,15/10/18,15:53,114860.0,114920.0,114850.0,114910.0,469
20814,SPFB.RTS-12.18,1,15/10/18,15:54,114920.0,115100.0,114920.0,114980.0,2761
20815,SPFB.RTS-12.18,1,15/10/18,15:55,114980.0,115050.0,114980.0,115000.0,688
20816,SPFB.RTS-12.18,1,15/10/18,15:56,114990.0,115060.0,114970.0,115030.0,1047
20817,SPFB.RTS-12.18,1,15/10/18,15:57,115030.0,115090.0,115010.0,115030.0,545
20818,SPFB.RTS-12.18,1,15/10/18,15:58,115030.0,115040.0,114970.0,114980.0,501
20819,SPFB.RTS-12.18,1,15/10/18,15:59,114990.0,115010.0,114960.0,115010.0,319
20820,SPFB.RTS-12.18,1,15/10/18,16:00,115010.0,115040.0,114950.0,114950.0,400
20821,SPFB.RTS-12.18,1,15/10/18,16:01,114950.0,114970.0,114880.0,114910.0,971
20822,SPFB.RTS-12.18,1,15/10/18,16:02,114920.0,115040.0,114910.0,115010.0,568
20823,SPFB.RTS-12.18,1,15/10/18,16:03,115010.0,115020.0,114930.0,114930.0,545
20824,SPFB.RTS-12.18,1,15/10/18,16:04,114940.0,114960.0,114830.0,114840.0,667
20825,SPFB.RTS-12.18,1,15/10/18,16:05,114830.0,114880.0,114830.0,114850.0,331
20826,SPFB.RTS-12.18,1,15/10/18,16:06,114850.0,114860.0,114750.0,114790.0,893
20827,SPFB.RTS-12.18,1,15/10/18,16:07,114800.0,114830.0,114760.0,114770.0,411
20828,SPFB.RTS-12.18,1,15/10/18,16:08,114780.0,114810.0,114760.0,114790.0,398
20829,SPFB.RTS-12.18,1,15/10/18,16:09,114780.0,114830.0,114760.0,114780.0,292
20830,SPFB.RTS-12.18,1,15/10/18,16:10,114770.0,114780.0,114710.0,114710.0,299
20831,SPFB.RTS-12.18,1,15/10/18,16:11,114720.0,114770.0,114700.0,114750.0,776
20832,SPFB.RTS-12.18,1,15/10/18,16:12,114740.0,114780.0,114720.0,114750.0,357
20833,SPFB.RTS-12.18,1,15/10/18,16:13,114740.0,114770.0,114710.0,114770.0,304
20834,SPFB.RTS-12.18,1,15/10/18,16:14,114770.0,114770.0,114740.0,114760.0,115
20835,SPFB.RTS-12.18,1,15/10/18,16:15,114760.0,114770.0,114620.0,114630.0,834
20836,SPFB.RTS-12.18,1,15/10/18,16:16,114640.0,114710.0,114630.0,114660.0,525
20837,SPFB.RTS-12.18,1,15/10/18,16:17,114670.0,114710.0,114670.0,114700.0,222
20838,SPFB.RTS-12.18,1,15/10/18,16:18,114690.0,114700.0,114630.0,114640.0,628
20839,SPFB.RTS-12.18,1,15/10/18,16:19,114640.0,114700.0,114630.0,114680.0,341
20840,SPFB.RTS-12.18,1,15/10/18,16:20,114670.0,114680.0,114600.0,114640.0,608
20841,SPFB.RTS-12.18,1,15/10/18,16:21,114650.0,114670.0,114490.0,114550.0,1593
20842,SPFB.RTS-12.18,1,15/10/18,16:22,114540.0,114590.0,114470.0,114570.0,747
20843,SPFB.RTS-12.18,1,15/10/18,16:23,114570.0,114640.0,114570.0,114580.0,448
20844,SPFB.RTS-12.18,1,15/10/18,16:24,114590.0,114680.0,114590.0,114620.0,611
20845,SPFB.RTS-12.18,1,15/10/18,16:25,114610.0,114660.0,114600.0,114660.0,353
