,<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
36823,SPFB.RTS-12.18,1,13/11/18,13:08,110580.0,110600.0,110510.0,110510.0,536
36824,SPFB.RTS-12.18,1,13/11/18,13:09,110520.0,110550.0,110500.0,110500.0,356
36825,SPFB.RTS-12.18,1,13/11/18,13:10,110500.0,110500.0,110470.0,110480.0,457
36826,SPFB.RTS-12.18,1,13/11/18,13:11,110470.0,110500.0,110450.0,110470.0,443
36827,SPFB.RTS-12.18,1,13/11/18,13:12,110470.0,110520.0,110440.0,110510.0,451
36828,SPFB.RTS-12.18,1,13/11/18,13:13,110520.0,110540.0,110440.0,110440.0,274
36829,SPFB.RTS-12.18,1,13/11/18,13:14,110440.0,110530.0,110430.0,110440.0,262
36830,SPFB.RTS-12.18,1,13/11/18,13:15,110450.0,110470.0,110430.0,110460.0,250
36831,SPFB.RTS-12.18,1,13/11/18,13:16,110460.0,110490.0,110330.0,110340.0,778
36832,SPFB.RTS-12.18,1,13/11/18,13:17,110340.0,110360.0,110250.0,110280.0,887
36833,SPFB.RTS-12.18,1,13/11/18,13:18,110270.0,110420.0,110270.0,110370.0,775
36834,SPFB.RTS-12.18,1,13/11/18,13:19,110370.0,110390.0,110350.0,110380.0,302
36835,SPFB.RTS-12.18,1,13/11/18,13:20,110380.0,110400.0,110370.0,110390.0,83
36836,SPFB.RTS-12.18,1,13/11/18,13:21,110390.0,110400.0,110290.0,110300.0,618
36837,SPFB.RTS-12.18,1,13/11/18,13:22,110300.0,110400.0,110160.0,110260.0,2204
36838,SPFB.RTS-12.18,1,13/11/18,13:23,110280.0,110350.0,110240.0,110300.0,542
36839,SPFB.RTS-12.18,1,13/11/18,13:24,110290.0,110350.0,110270.0,110340.0,371
36840,SPFB.RTS-12.18,1,13/11/18,13:25,110350.0,110510.0,110320.0,110470.0,1199
36841,SPFB.RTS-12.18,1,13/11/18,13:26,110490.0,110610.0,110480.0,110590.0,1046
36842,SPFB.RTS-12.18,1,13/11/18,13:27,110590.0,110600.0,110520.0,110540.0,540
36843,SPFB.RTS-12.18,1,13/11/18,13:28,110550.0,110590.0,110520.0,110560.0,293
36844,SPFB.RTS-12.18,1,13/11/18,13:29,110550.0,110580.0,110530.0,110540.0,314
36845,SPFB.RTS-12.18,1,13/11/18,13:30,110560.0,110580.0,110540.0,110570.0,445
36846,SPFB.RTS-12.18,1,13/11/18,13:31,110570.0,110580.0,110440.0,110510.0,766
36847,SPFB.RTS-12.18,1,13/11/18,13:32,110500.0,110540.0,110490.0,110520.0,247
36848,SPFB.RTS-12.18,1,13/11/18,13:33,110530.0,110530.0,110470.0,110480.0,292
36849,SPFB.RTS-12.18,1,13/11/18,13:34,110480.0,110530.0,110470.0,110490.0,160
36850,SPFB.RTS-12.18,1,13/11/18,13:35,110500.0,110520.0,110420.0,110440.0,500
36851,SPFB.RTS-12.18,1,13/11/18,13:36,110430.0,110440.0,110360.0,110380.0,662
36852,SPFB.RTS-12.18,1,13/11/18,13:37,110380.0,110440.0,110380.0,110410.0,220
36853,SPFB.RTS-12.18,1,13/11/18,13:38,110400.0,110480.0,110380.0,110420.0,288
36854,SPFB.RTS-12.18,1,13/11/18,13:39,110410.0,110420.0,110330.0,110380.0,597
36855,SPFB.RTS-12.18,1,13/11/18,13:40,110370.0,110550.0,110370.0,110550.0,858
36856,SPFB.RTS-12.18,1,13/11/18,13:41,110540.0,110550.0,110480.0,110530.0,284
36857,SPFB.RTS-12.18,1,13/11/18,13:42,110540.0,110590.0,110520.0,110540.0,1262
36858,SPFB.RTS-12.18,1,13/11/18,13:43,110530.0,110580.0,110460.0,110470.0,461
36859,SPFB.RTS-12.18,1,13/11/18,13:44,110490.0,110500.0,110440.0,110480.0,285
36860,SPFB.RTS-12.18,1,13/11/18,13:45,110500.0,110500.0,110450.0,110460.0,107
36861,SPFB.RTS-12.18,1,13/11/18,13:46,110480.0,110520.0,110450.0,110470.0,357
36862,SPFB.RTS-12.18,1,13/11/18,13:47,110470.0,110500.0,110460.0,110500.0,116
36863,SPFB.RTS-12.18,1,13/11/18,13:48,110490.0,110570.0,110450.0,110550.0,305
36864,SPFB.RTS-12.18,1,13/11/18,13:49,110570.0,110630.0,110550.0,110560.0,667
36865,SPFB.RTS-12.18,1,13/11/18,13:50,110560.0,110720.0,110550.0,110660.0,1538
36866,SPFB.RTS-12.18,1,13/11/18,13:51,110650.0,110720.0,110650.0,110710.0,414
36867,SPFB.RTS-12.18,1,13/11/18,13:52,110720.0,110720.0,110630.0,110660.0,342
36868,SPFB.RTS-12.18,1,13/11/18,13:53,110660.0,110670.0,110610.0,110640.0,308
36869,SPFB.RTS-12.18,1,13/11/18,13:54,110630.0,110670.0,110620.0,110630.0,174
36870,SPFB.RTS-12.18,1,13/11/18,13:55,110620.0,110660.0,110610.0,110660.0,175
36871,SPFB.RTS-12.18,1,13/11/18,13:56,110640.0,110660.0,110580.0,110600.0,254
36872,SPFB.RTS-12.18,1,13/11/18,13:57,110600.0,110660.0,110600.0,110630.0,120
36873,SPFB.RTS-12.18,1,13/11/18,13:58,110640.0,110650.0,110620.0,110640.0,92
36874,SPFB.RTS-12.18,1,13/11/18,13:59,110640.0,110660.0,110620.0,110640.0,137
36875,SPFB.RTS-12.18,1,13/11/18,14:00,110640.0,110720.0,110640.0,110700.0,509
36876,SPFB.RTS-12.18,1,13/11/18,14:06,110690.0,110850.0,110680.0,110830.0,1540
36877,SPFB.RTS-12.18,1,13/11/18,14:07,110850.0,111000.0,110850.0,110940.0,2879
36878,SPFB.RTS-12.18,1,13/11/18,14:08,110940.0,110940.0,110840.0,110840.0,888
36879,SPFB.RTS-12.18,1,13/11/18,14:09,110850.0,110890.0,110820.0,110860.0,862
36880,SPFB.RTS-12.18,1,13/11/18,14:10,110860.0,110870.0,110780.0,110790.0,576
36881,SPFB.RTS-12.18,1,13/11/18,14:11,110790.0,110840.0,110720.0,110750.0,835
36882,SPFB.RTS-12.18,1,13/11/18,14:12,110740.0,110790.0,110730.0,110770.0,338
36883,SPFB.RTS-12.18,1,13/11/18,14:13,110790.0,110800.0,110700.0,110730.0,283
36884,SPFB.RTS-12.18,1,13/11/18,14:14,110730.0,110780.0,110700.0,110750.0,277
36885,SPFB.RTS-12.18,1,13/11/18,14:15,110770.0,110810.0,110750.0,110790.0,301
36886,SPFB.RTS-12.18,1,13/11/18,14:16,110780.0,110810.0,110630.0,110630.0,1469
36887,SPFB.RTS-12.18,1,13/11/18,14:17,110640.0,110730.0,110630.0,110710.0,959
36888,SPFB.RTS-12.18,1,13/11/18,14:18,110700.0,110710.0,110670.0,110710.0,152
36889,SPFB.RTS-12.18,1,13/11/18,14:19,110700.0,110700.0,110600.0,110650.0,429
36890,SPFB.RTS-12.18,1,13/11/18,14:20,110660.0,110700.0,110650.0,110670.0,260
36891,SPFB.RTS-12.18,1,13/11/18,14:21,110680.0,110700.0,110610.0,110630.0,309
36892,SPFB.RTS-12.18,1,13/11/18,14:22,110620.0,110640.0,110590.0,110600.0,402
36893,SPFB.RTS-12.18,1,13/11/18,14:23,110620.0,110690.0,110600.0,110640.0,433
36894,SPFB.RTS-12.18,1,13/11/18,14:24,110650.0,110670.0,110620.0,110660.0,456
36895,SPFB.RTS-12.18,1,13/11/18,14:25,110660.0,110720.0,110640.0,110650.0,813
36896,SPFB.RTS-12.18,1,13/11/18,14:26,110650.0,110710.0,110650.0,110680.0,406
36897,SPFB.RTS-12.18,1,13/11/18,14:27,110690.0,110700.0,110630.0,110650.0,150
36898,SPFB.RTS-12.18,1,13/11/18,14:28,110650.0,110670.0,110630.0,110650.0,189
36899,SPFB.RTS-12.18,1,13/11/18,14:29,110670.0,110730.0,110640.0,110730.0,468
36900,SPFB.RTS-12.18,1,13/11/18,14:30,110730.0,110810.0,110720.0,110770.0,838
36901,SPFB.RTS-12.18,1,13/11/18,14:31,110780.0,110830.0,110760.0,110770.0,347
36902,SPFB.RTS-12.18,1,13/11/18,14:32,110770.0,110810.0,110750.0,110810.0,372
36903,SPFB.RTS-12.18,1,13/11/18,14:33,110810.0,110840.0,110790.0,110830.0,478
36904,SPFB.RTS-12.18,1,13/11/18,14:34,110840.0,110920.0,110840.0,110870.0,871
36905,SPFB.RTS-12.18,1,13/11/18,14:35,110870.0,110940.0,110860.0,110880.0,792
36906,SPFB.RTS-12.18,1,13/11/18,14:36,110880.0,110880.0,110850.0,110860.0,248
36907,SPFB.RTS-12.18,1,13/11/18,14:37,110860.0,110860.0,110810.0,110830.0,298
36908,SPFB.RTS-12.18,1,13/11/18,14:38,110820.0,110840.0,110820.0,110840.0,60
36909,SPFB.RTS-12.18,1,13/11/18,14:39,110840.0,110850.0,110780.0,110780.0,329
36910,SPFB.RTS-12.18,1,13/11/18,14:40,110780.0,110800.0,110660.0,110660.0,1257
36911,SPFB.RTS-12.18,1,13/11/18,14:41,110670.0,110710.0,110620.0,110690.0,761
36912,SPFB.RTS-12.18,1,13/11/18,14:42,110680.0,110720.0,110680.0,110710.0,111
36913,SPFB.RTS-12.18,1,13/11/18,14:43,110700.0,110710.0,110660.0,110690.0,90
36914,SPFB.RTS-12.18,1,13/11/18,14:44,110690.0,110720.0,110650.0,110670.0,563
36915,SPFB.RTS-12.18,1,13/11/18,14:45,110680.0,110690.0,110630.0,110640.0,268
36916,SPFB.RTS-12.18,1,13/11/18,14:46,110640.0,110690.0,110640.0,110680.0,135
36917,SPFB.RTS-12.18,1,13/11/18,14:47,110680.0,110720.0,110680.0,110690.0,230
36918,SPFB.RTS-12.18,1,13/11/18,14:48,110700.0,110700.0,110540.0,110540.0,743
36919,SPFB.RTS-12.18,1,13/11/18,14:49,110540.0,110550.0,110470.0,110550.0,1174
36920,SPFB.RTS-12.18,1,13/11/18,14:50,110530.0,110600.0,110520.0,110590.0,410
36921,SPFB.RTS-12.18,1,13/11/18,14:51,110580.0,110580.0,110540.0,110560.0,156
36922,SPFB.RTS-12.18,1,13/11/18,14:52,110560.0,110600.0,110480.0,110500.0,503
36923,SPFB.RTS-12.18,1,13/11/18,14:53,110510.0,110550.0,110500.0,110510.0,197
36924,SPFB.RTS-12.18,1,13/11/18,14:54,110520.0,110550.0,110510.0,110520.0,167
36925,SPFB.RTS-12.18,1,13/11/18,14:55,110510.0,110570.0,110510.0,110560.0,164
36926,SPFB.RTS-12.18,1,13/11/18,14:56,110570.0,110570.0,110490.0,110550.0,333
36927,SPFB.RTS-12.18,1,13/11/18,14:57,110560.0,110630.0,110530.0,110610.0,862
36928,SPFB.RTS-12.18,1,13/11/18,14:58,110620.0,110640.0,110590.0,110590.0,522
36929,SPFB.RTS-12.18,1,13/11/18,14:59,110600.0,110740.0,110600.0,110720.0,1158
36930,SPFB.RTS-12.18,1,13/11/18,15:00,110710.0,110710.0,110660.0,110660.0,446
36931,SPFB.RTS-12.18,1,13/11/18,15:01,110660.0,110740.0,110660.0,110720.0,323
36932,SPFB.RTS-12.18,1,13/11/18,15:02,110730.0,110740.0,110690.0,110690.0,445
36933,SPFB.RTS-12.18,1,13/11/18,15:03,110690.0,110700.0,110670.0,110690.0,173
36934,SPFB.RTS-12.18,1,13/11/18,15:04,110690.0,110820.0,110690.0,110820.0,751
36935,SPFB.RTS-12.18,1,13/11/18,15:05,110820.0,110840.0,110770.0,110790.0,870
36936,SPFB.RTS-12.18,1,13/11/18,15:06,110800.0,110830.0,110750.0,110780.0,443
36937,SPFB.RTS-12.18,1,13/11/18,15:07,110780.0,110780.0,110720.0,110770.0,261
36938,SPFB.RTS-12.18,1,13/11/18,15:08,110760.0,110760.0,110720.0,110720.0,164
36939,SPFB.RTS-12.18,1,13/11/18,15:09,110730.0,110750.0,110710.0,110720.0,209
36940,SPFB.RTS-12.18,1,13/11/18,15:10,110720.0,110740.0,110690.0,110710.0,231
36941,SPFB.RTS-12.18,1,13/11/18,15:11,110710.0,110790.0,110710.0,110780.0,359
36942,SPFB.RTS-12.18,1,13/11/18,15:12,110790.0,110820.0,110780.0,110790.0,186
36943,SPFB.RTS-12.18,1,13/11/18,15:13,110810.0,110840.0,110800.0,110810.0,298
36944,SPFB.RTS-12.18,1,13/11/18,15:14,110800.0,110810.0,110750.0,110760.0,427
36945,SPFB.RTS-12.18,1,13/11/18,15:15,110750.0,110850.0,110750.0,110840.0,523
36946,SPFB.RTS-12.18,1,13/11/18,15:16,110850.0,110880.0,110830.0,110870.0,408
36947,SPFB.RTS-12.18,1,13/11/18,15:17,110870.0,110890.0,110850.0,110860.0,243
36948,SPFB.RTS-12.18,1,13/11/18,15:18,110860.0,110860.0,110820.0,110820.0,239
36949,SPFB.RTS-12.18,1,13/11/18,15:19,110820.0,110820.0,110690.0,110710.0,1455
36950,SPFB.RTS-12.18,1,13/11/18,15:20,110720.0,110760.0,110710.0,110760.0,359
36951,SPFB.RTS-12.18,1,13/11/18,15:21,110750.0,110760.0,110670.0,110710.0,379
36952,SPFB.RTS-12.18,1,13/11/18,15:22,110720.0,110740.0,110630.0,110640.0,750
36953,SPFB.RTS-12.18,1,13/11/18,15:23,110620.0,110700.0,110620.0,110680.0,498
36954,SPFB.RTS-12.18,1,13/11/18,15:24,110670.0,110720.0,110660.0,110700.0,151
36955,SPFB.RTS-12.18,1,13/11/18,15:25,110710.0,110720.0,110680.0,110710.0,208
36956,SPFB.RTS-12.18,1,13/11/18,15:26,110720.0,110760.0,110710.0,110730.0,306
36957,SPFB.RTS-12.18,1,13/11/18,15:27,110730.0,110810.0,110730.0,110780.0,380
36958,SPFB.RTS-12.18,1,13/11/18,15:28,110780.0,110890.0,110750.0,110830.0,1407
36959,SPFB.RTS-12.18,1,13/11/18,15:29,110830.0,110880.0,110810.0,110880.0,430
36960,SPFB.RTS-12.18,1,13/11/18,15:30,110880.0,111090.0,110880.0,111050.0,3575
36961,SPFB.RTS-12.18,1,13/11/18,15:31,111050.0,111290.0,111050.0,111260.0,3852
36962,SPFB.RTS-12.18,1,13/11/18,15:32,111270.0,111470.0,111270.0,111300.0,7093
36963,SPFB.RTS-12.18,1,13/11/18,15:33,111320.0,111340.0,111230.0,111250.0,2219
36964,SPFB.RTS-12.18,1,13/11/18,15:34,111240.0,111320.0,111220.0,111270.0,2195
36965,SPFB.RTS-12.18,1,13/11/18,15:35,111270.0,111310.0,111190.0,111220.0,1608
36966,SPFB.RTS-12.18,1,13/11/18,15:36,111220.0,111260.0,111130.0,111130.0,2476
36967,SPFB.RTS-12.18,1,13/11/18,15:37,111130.0,111240.0,111120.0,111230.0,1995
36968,SPFB.RTS-12.18,1,13/11/18,15:38,111230.0,111340.0,111210.0,111300.0,1555
36969,SPFB.RTS-12.18,1,13/11/18,15:39,111310.0,111320.0,111250.0,111290.0,499
36970,SPFB.RTS-12.18,1,13/11/18,15:40,111300.0,111330.0,111220.0,111240.0,558
36971,SPFB.RTS-12.18,1,13/11/18,15:41,111230.0,111340.0,111230.0,111280.0,1205
36972,SPFB.RTS-12.18,1,13/11/18,15:42,111280.0,111310.0,111260.0,111280.0,517
36973,SPFB.RTS-12.18,1,13/11/18,15:43,111280.0,111290.0,111220.0,111220.0,351
36974,SPFB.RTS-12.18,1,13/11/18,15:44,111220.0,111240.0,111160.0,111180.0,709
36975,SPFB.RTS-12.18,1,13/11/18,15:45,111180.0,111240.0,111150.0,111210.0,983
36976,SPFB.RTS-12.18,1,13/11/18,15:46,111210.0,111320.0,111200.0,111220.0,1376
36977,SPFB.RTS-12.18,1,13/11/18,15:47,111220.0,111230.0,111180.0,111190.0,497
36978,SPFB.RTS-12.18,1,13/11/18,15:48,111190.0,111200.0,111120.0,111140.0,937
36979,SPFB.RTS-12.18,1,13/11/18,15:49,111140.0,111160.0,111110.0,111130.0,307
36980,SPFB.RTS-12.18,1,13/11/18,15:50,111120.0,111170.0,111120.0,111120.0,365
36981,SPFB.RTS-12.18,1,13/11/18,15:51,111120.0,111160.0,111120.0,111130.0,257
36982,SPFB.RTS-12.18,1,13/11/18,15:52,111130.0,111150.0,111070.0,111120.0,567
36983,SPFB.RTS-12.18,1,13/11/18,15:53,111110.0,111110.0,111030.0,111040.0,675
36984,SPFB.RTS-12.18,1,13/11/18,15:54,111050.0,111090.0,110970.0,110980.0,852
36985,SPFB.RTS-12.18,1,13/11/18,15:55,110980.0,111010.0,110960.0,110960.0,176
36986,SPFB.RTS-12.18,1,13/11/18,15:56,110980.0,111070.0,110970.0,111020.0,776
36987,SPFB.RTS-12.18,1,13/11/18,15:57,111020.0,111070.0,111010.0,111060.0,354
36988,SPFB.RTS-12.18,1,13/11/18,15:58,111060.0,111150.0,111050.0,111120.0,861
36989,SPFB.RTS-12.18,1,13/11/18,15:59,111120.0,111130.0,111090.0,111090.0,172
36990,SPFB.RTS-12.18,1,13/11/18,16:00,111100.0,111120.0,111020.0,111060.0,849
36991,SPFB.RTS-12.18,1,13/11/18,16:01,111060.0,111100.0,111040.0,111090.0,562
36992,SPFB.RTS-12.18,1,13/11/18,16:02,111090.0,111140.0,111080.0,111090.0,451
36993,SPFB.RTS-12.18,1,13/11/18,16:03,111090.0,111150.0,111090.0,111110.0,156
36994,SPFB.RTS-12.18,1,13/11/18,16:04,111120.0,111260.0,111120.0,111140.0,1522
36995,SPFB.RTS-12.18,1,13/11/18,16:05,111130.0,111140.0,111050.0,111070.0,773
36996,SPFB.RTS-12.18,1,13/11/18,16:06,111080.0,111200.0,111080.0,111140.0,601
36997,SPFB.RTS-12.18,1,13/11/18,16:07,111140.0,111150.0,111070.0,111090.0,466
36998,SPFB.RTS-12.18,1,13/11/18,16:08,111120.0,111160.0,111100.0,111100.0,352
36999,SPFB.RTS-12.18,1,13/11/18,16:09,111100.0,111140.0,111070.0,111130.0,392
37000,SPFB.RTS-12.18,1,13/11/18,16:10,111140.0,111150.0,111110.0,111130.0,138
37001,SPFB.RTS-12.18,1,13/11/18,16:11,111140.0,111160.0,111080.0,111100.0,252
37002,SPFB.RTS-12.18,1,13/11/18,16:12,111100.0,111140.0,111100.0,111130.0,111
37003,SPFB.RTS-12.18,1,13/11/18,16:13,111150.0,111150.0,111050.0,111070.0,274
37004,SPFB.RTS-12.18,1,13/11/18,16:14,111080.0,111120.0,111060.0,111120.0,162
37005,SPFB.RTS-12.18,1,13/11/18,16:15,111110.0,111180.0,111100.0,111160.0,587
37006,SPFB.RTS-12.18,1,13/11/18,16:16,111170.0,111190.0,111120.0,111140.0,1190
37007,SPFB.RTS-12.18,1,13/11/18,16:17,111150.0,111180.0,111140.0,111140.0,645
37008,SPFB.RTS-12.18,1,13/11/18,16:18,111150.0,111190.0,111140.0,111170.0,601
37009,SPFB.RTS-12.18,1,13/11/18,16:19,111180.0,111200.0,111170.0,111180.0,388
37010,SPFB.RTS-12.18,1,13/11/18,16:20,111180.0,111210.0,111170.0,111210.0,231
37011,SPFB.RTS-12.18,1,13/11/18,16:21,111210.0,111340.0,111200.0,111310.0,1632
37012,SPFB.RTS-12.18,1,13/11/18,16:22,111310.0,111440.0,111310.0,111400.0,2281
37013,SPFB.RTS-12.18,1,13/11/18,16:23,111410.0,111460.0,111350.0,111370.0,1771
37014,SPFB.RTS-12.18,1,13/11/18,16:24,111370.0,111410.0,111330.0,111350.0,1066
37015,SPFB.RTS-12.18,1,13/11/18,16:25,111360.0,111380.0,111330.0,111340.0,612
37016,SPFB.RTS-12.18,1,13/11/18,16:26,111340.0,111340.0,111200.0,111270.0,2154
37017,SPFB.RTS-12.18,1,13/11/18,16:27,111260.0,111270.0,111180.0,111220.0,1089
37018,SPFB.RTS-12.18,1,13/11/18,16:28,111210.0,111290.0,111190.0,111290.0,563
37019,SPFB.RTS-12.18,1,13/11/18,16:29,111290.0,111340.0,111280.0,111320.0,583
37020,SPFB.RTS-12.18,1,13/11/18,16:30,111320.0,111370.0,111290.0,111370.0,342
37021,SPFB.RTS-12.18,1,13/11/18,16:31,111370.0,111510.0,111340.0,111480.0,2686
37022,SPFB.RTS-12.18,1,13/11/18,16:32,111480.0,111490.0,111320.0,111360.0,987
37023,SPFB.RTS-12.18,1,13/11/18,16:33,111360.0,111410.0,111330.0,111370.0,496
37024,SPFB.RTS-12.18,1,13/11/18,16:34,111390.0,111400.0,111350.0,111370.0,297
37025,SPFB.RTS-12.18,1,13/11/18,16:35,111370.0,111380.0,111310.0,111320.0,363
37026,SPFB.RTS-12.18,1,13/11/18,16:36,111310.0,111380.0,111290.0,111350.0,650
37027,SPFB.RTS-12.18,1,13/11/18,16:37,111380.0,111480.0,111370.0,111420.0,912
37028,SPFB.RTS-12.18,1,13/11/18,16:38,111440.0,111450.0,111410.0,111430.0,433
37029,SPFB.RTS-12.18,1,13/11/18,16:39,111430.0,111570.0,111420.0,111530.0,2482
37030,SPFB.RTS-12.18,1,13/11/18,16:40,111550.0,111590.0,111500.0,111520.0,940
37031,SPFB.RTS-12.18,1,13/11/18,16:41,111510.0,111580.0,111470.0,111480.0,1970
37032,SPFB.RTS-12.18,1,13/11/18,16:42,111470.0,111480.0,111410.0,111430.0,948
37033,SPFB.RTS-12.18,1,13/11/18,16:43,111430.0,111460.0,111400.0,111460.0,483
37034,SPFB.RTS-12.18,1,13/11/18,16:44,111460.0,111480.0,111400.0,111410.0,607
37035,SPFB.RTS-12.18,1,13/11/18,16:45,111430.0,111440.0,111400.0,111420.0,204
37036,SPFB.RTS-12.18,1,13/11/18,16:46,111420.0,111540.0,111410.0,111470.0,1782
37037,SPFB.RTS-12.18,1,13/11/18,16:47,111460.0,111480.0,111440.0,111460.0,270
37038,SPFB.RTS-12.18,1,13/11/18,16:48,111450.0,111460.0,111380.0,111380.0,455
37039,SPFB.RTS-12.18,1,13/11/18,16:49,111380.0,111420.0,111380.0,111390.0,129
37040,SPFB.RTS-12.18,1,13/11/18,16:50,111390.0,111400.0,111370.0,111400.0,170
37041,SPFB.RTS-12.18,1,13/11/18,16:51,111390.0,111420.0,111330.0,111330.0,572
37042,SPFB.RTS-12.18,1,13/11/18,16:52,111330.0,111350.0,111260.0,111290.0,785
37043,SPFB.RTS-12.18,1,13/11/18,16:53,111300.0,111360.0,111290.0,111320.0,813
37044,SPFB.RTS-12.18,1,13/11/18,16:54,111320.0,111340.0,111260.0,111280.0,344
37045,SPFB.RTS-12.18,1,13/11/18,16:55,111280.0,111300.0,111270.0,111270.0,183
37046,SPFB.RTS-12.18,1,13/11/18,16:56,111270.0,111280.0,111210.0,111250.0,671
37047,SPFB.RTS-12.18,1,13/11/18,16:57,111250.0,111320.0,111250.0,111280.0,445
37048,SPFB.RTS-12.18,1,13/11/18,16:58,111290.0,111340.0,111290.0,111330.0,344
37049,SPFB.RTS-12.18,1,13/11/18,16:59,111330.0,111360.0,111330.0,111350.0,158
37050,SPFB.RTS-12.18,1,13/11/18,17:00,111350.0,111380.0,111330.0,111340.0,322
37051,SPFB.RTS-12.18,1,13/11/18,17:01,111330.0,111480.0,111320.0,111440.0,862
37052,SPFB.RTS-12.18,1,13/11/18,17:02,111430.0,111450.0,111410.0,111410.0,619
37053,SPFB.RTS-12.18,1,13/11/18,17:03,111420.0,111440.0,111400.0,111410.0,233
37054,SPFB.RTS-12.18,1,13/11/18,17:04,111410.0,111430.0,111360.0,111370.0,380
37055,SPFB.RTS-12.18,1,13/11/18,17:05,111360.0,111380.0,111350.0,111360.0,239
37056,SPFB.RTS-12.18,1,13/11/18,17:06,111360.0,111400.0,111360.0,111390.0,290
37057,SPFB.RTS-12.18,1,13/11/18,17:07,111400.0,111410.0,111310.0,111320.0,553
37058,SPFB.RTS-12.18,1,13/11/18,17:08,111320.0,111340.0,111240.0,111280.0,952
37059,SPFB.RTS-12.18,1,13/11/18,17:09,111280.0,111290.0,111240.0,111250.0,250
37060,SPFB.RTS-12.18,1,13/11/18,17:10,111250.0,111290.0,111180.0,111200.0,727
37061,SPFB.RTS-12.18,1,13/11/18,17:11,111190.0,111190.0,111140.0,111170.0,986
37062,SPFB.RTS-12.18,1,13/11/18,17:12,111170.0,111180.0,111090.0,111140.0,843
37063,SPFB.RTS-12.18,1,13/11/18,17:13,111120.0,111160.0,111100.0,111120.0,580
37064,SPFB.RTS-12.18,1,13/11/18,17:14,111120.0,111120.0,111060.0,111060.0,722
37065,SPFB.RTS-12.18,1,13/11/18,17:15,111070.0,111160.0,111070.0,111130.0,474
37066,SPFB.RTS-12.18,1,13/11/18,17:16,111130.0,111190.0,111130.0,111190.0,389
37067,SPFB.RTS-12.18,1,13/11/18,17:17,111190.0,111190.0,111100.0,111100.0,387
37068,SPFB.RTS-12.18,1,13/11/18,17:18,111110.0,111110.0,111070.0,111100.0,226
37069,SPFB.RTS-12.18,1,13/11/18,17:19,111090.0,111100.0,111010.0,111020.0,691
37070,SPFB.RTS-12.18,1,13/11/18,17:20,111020.0,111030.0,110930.0,110970.0,2002
37071,SPFB.RTS-12.18,1,13/11/18,17:21,110980.0,111020.0,110950.0,110950.0,376
37072,SPFB.RTS-12.18,1,13/11/18,17:22,110940.0,110990.0,110870.0,110970.0,1857
37073,SPFB.RTS-12.18,1,13/11/18,17:23,110960.0,111000.0,110960.0,110980.0,204
37074,SPFB.RTS-12.18,1,13/11/18,17:24,110960.0,111020.0,110900.0,110980.0,935
37075,SPFB.RTS-12.18,1,13/11/18,17:25,110980.0,111010.0,110910.0,110990.0,720
37076,SPFB.RTS-12.18,1,13/11/18,17:26,111000.0,111040.0,110970.0,110980.0,575
37077,SPFB.RTS-12.18,1,13/11/18,17:27,110980.0,111020.0,110950.0,111020.0,266
37078,SPFB.RTS-12.18,1,13/11/18,17:28,111010.0,111040.0,111000.0,111030.0,288
37079,SPFB.RTS-12.18,1,13/11/18,17:29,111040.0,111130.0,111030.0,111070.0,1419
37080,SPFB.RTS-12.18,1,13/11/18,17:30,111070.0,111100.0,111060.0,111080.0,356
37081,SPFB.RTS-12.18,1,13/11/18,17:31,111080.0,111170.0,111040.0,111070.0,1412
37082,SPFB.RTS-12.18,1,13/11/18,17:32,111070.0,111150.0,111040.0,111120.0,522
37083,SPFB.RTS-12.18,1,13/11/18,17:33,111130.0,111230.0,111130.0,111160.0,1058
37084,SPFB.RTS-12.18,1,13/11/18,17:34,111150.0,111250.0,111140.0,111250.0,862
37085,SPFB.RTS-12.18,1,13/11/18,17:35,111240.0,111250.0,111200.0,111210.0,654
37086,SPFB.RTS-12.18,1,13/11/18,17:36,111220.0,111240.0,111200.0,111220.0,840
37087,SPFB.RTS-12.18,1,13/11/18,17:37,111220.0,111300.0,111220.0,111280.0,1423
37088,SPFB.RTS-12.18,1,13/11/18,17:38,111280.0,111290.0,111230.0,111280.0,1006
37089,SPFB.RTS-12.18,1,13/11/18,17:39,111270.0,111350.0,111270.0,111310.0,882
37090,SPFB.RTS-12.18,1,13/11/18,17:40,111310.0,111350.0,111230.0,111230.0,860
37091,SPFB.RTS-12.18,1,13/11/18,17:41,111220.0,111270.0,111210.0,111250.0,757
37092,SPFB.RTS-12.18,1,13/11/18,17:42,111250.0,111320.0,111210.0,111300.0,518
37093,SPFB.RTS-12.18,1,13/11/18,17:43,111300.0,111310.0,111140.0,111160.0,1165
37094,SPFB.RTS-12.18,1,13/11/18,17:44,111150.0,111180.0,111080.0,111120.0,703
37095,SPFB.RTS-12.18,1,13/11/18,17:45,111120.0,111120.0,110990.0,111030.0,1369
37096,SPFB.RTS-12.18,1,13/11/18,17:46,111020.0,111130.0,110990.0,111090.0,879
37097,SPFB.RTS-12.18,1,13/11/18,17:47,111100.0,111110.0,111060.0,111100.0,643
37098,SPFB.RTS-12.18,1,13/11/18,17:48,111110.0,111200.0,111110.0,111200.0,897
37099,SPFB.RTS-12.18,1,13/11/18,17:49,111200.0,111260.0,111170.0,111180.0,939
